"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"211726_s_at",-950.318255813954,2341.42389534884,-5.57977304057497,2.80042445087728e-07,2.79426805820461e-05,-4.40102800838872
"211981_at",-86.0808302325581,216.758436046512,-5.57905136151345,2.80893975244731e-07,2.79426805820461e-05,-4.40106654016933
"213515_x_at",-772.953048837209,847.839489534884,-5.57790783429237,2.82248468378803e-07,2.79526338705994e-05,-4.401127595856
"210298_x_at",-544.556888372093,401.57793255814,-5.5670872567111,2.95387131630569e-07,2.90273681820885e-05,-4.40170537156879
"201106_at",-1072.95974418605,1430.70077906977,-5.5657526827551,2.97048667932518e-07,2.90273681820885e-05,-4.40177663727809
"212875_s_at",-1507.78644186047,2293.20612790698,-5.56517305719047,2.97773154816261e-07,2.90273681820885e-05,-4.40180758936958
"212653_s_at",-970.835581395349,1029.67025581395,-5.56448603718134,2.98634124783548e-07,2.90273681820885e-05,-4.40184427659108
"206385_s_at",850.931065116279,1188.04318837209,5.56370664444764,2.99613816895407e-07,2.90273681820885e-05,-4.40188589689175
"213518_at",369.768404651163,502.076758139535,5.5530707425572,3.13302834805785e-07,3.02221950994689e-05,-4.40245389823177
"200895_s_at",776.431604651163,1044.97989534884,5.5490749977605,3.18602794285773e-07,3.06009744184047e-05,-4.40266730369857
"212282_at",775.81323255814,813.002802325581,5.54554603895952,3.23356774516585e-07,3.09242875817728e-05,-4.40285578607701
"218031_s_at",-323.921509302326,294.862219767442,-5.54262808538608,3.27340215024835e-07,3.11714615871726e-05,-4.40301163949407
"219093_at",-524.242653488372,567.771277906977,-5.53669185387633,3.35593394113161e-07,3.18213940469088e-05,-4.40332871838243
"204154_at",-778.131697674419,1346.57096511628,-5.52791643659806,3.48169543413022e-07,3.28739912536965e-05,-4.40379748229666
"212122_at",-362.224088372093,399.276088372093,-5.52031046065388,3.59443324596294e-07,3.37225441718017e-05,-4.4042038071042
"37117_at",329.875597674419,404.079854651163,5.51981942330931,3.60183346626972e-07,3.37225441718017e-05,-4.40423004012132
"203814_s_at",-656.393697674419,1059.54843023256,-5.51572700662053,3.66409331083565e-07,3.41619210231593e-05,-4.40444867630897
"201324_at",-1401.72913953488,2192.4146627907,-5.51161530235011,3.72771050776702e-07,3.46102388519052e-05,-4.40466835047783
"201596_x_at",1414.9306627907,1050.14024302326,5.48686499168625,4.13420799816136e-07,3.82251273124604e-05,-4.40599082364999
"207076_s_at",-1548.98376744186,2870.04351162791,-5.48092041379516,4.23814552576554e-07,3.90242135333196e-05,-4.40630849322031
"205608_s_at",-609.74346511628,1383.32512790698,-5.47837608196533,4.28341161366392e-07,3.92787082252153e-05,-4.40644446247217
"202157_s_at",-1137.85930232558,1853.50476744186,-5.47406259748216,4.36123919481635e-07,3.98099919099577e-05,-4.40667498048518
"202202_s_at",-1202.27725581395,1935.30239534884,-5.47319388689449,4.37708029347019e-07,3.98099919099577e-05,-4.40672140623264
"204537_s_at",-320.391395348837,621.737697674419,-5.47034133807189,4.42949526266925e-07,4.01229442837638e-05,-4.40687385429594
"203002_at",-692.084767441861,1484.77947674419,-5.4689829653052,4.45467110997073e-07,4.0187626049991e-05,-4.4069464504162
"201885_s_at",-951.349813953488,1914.3053255814,-5.46153561539438,4.59521482944896e-07,4.128837582444e-05,-4.40734447288113
"45297_at",-589.346674418604,910.273779069767,-5.46030088109763,4.61893309632082e-07,4.13348137290429e-05,-4.40741046472157
"200696_s_at",-1770.36397674419,2693.91661627907,-5.45648829087795,4.69293069400986e-07,4.18290298618487e-05,-4.40761423599886
"201242_s_at",1009.51476744186,1276.23040697674,5.45228197302374,4.77592010809377e-07,4.23991345691846e-05,-4.40783905569758
"202782_s_at",-515.801790697674,1114.17259302326,-5.444441067916,4.93448062090838e-07,4.36329490776593e-05,-4.40825815018706
"203917_at",707.796720930233,756.037895348837,5.43887771797856,5.05010502474891e-07,4.44788499076996e-05,-4.40855551957849
"205005_s_at",-366.806651162791,725.042162790698,-5.43176909685554,5.20171973152836e-07,4.56338270778136e-05,-4.40893549688699
"212457_at",-497.439127906976,660.61086627907,-5.42860812136324,5.27056390610626e-07,4.60564609881435e-05,-4.40910446427163
"202862_at",-540.637279069768,719.547639534884,-5.41826363699839,5.50216849538537e-07,4.78925080401064e-05,-4.40965743483734
"214212_x_at",-247.890027906977,327.304765116279,-5.41656756625937,5.54108300267912e-07,4.80435613029957e-05,-4.40974810129105
"208789_at",-1544.51462790698,1852.66175581395,-5.41182186552388,5.65140813173045e-07,4.88102044183526e-05,-4.41000179383222
"204419_x_at",-626.17321627907,545.304668604651,-5.40691454662213,5.76775597270632e-07,4.95354653734357e-05,-4.41026413004453
"208651_x_at",1310.53611627907,1778.94884883721,5.40641037792702,5.7798415819653e-07,4.95354653734357e-05,-4.41029108218992
"209185_s_at",-1278.44623255814,2513.85262790698,-5.3908311442989,6.16578722493738e-07,5.26407037292259e-05,-4.41112394354314
"203215_s_at",232.164495348837,214.89551744186,5.37893311379668,6.47745287397281e-07,5.50904894621131e-05,-4.41176002754379
"212119_at",-1511.81602325581,2479.46563953488,-5.35780797302038,7.06931778648697e-07,5.98956685309084e-05,-4.41288942900511
"202760_s_at",-1106.12237209302,1804.27820930233,-5.34795067670104,7.36332623697156e-07,6.21503782342565e-05,-4.41341642862747
"221024_s_at",901.07804883721,894.632161627907,5.34196829854775,7.54756886356053e-07,6.34650856553658e-05,-4.41373626368071
"205932_s_at",-354.301397674419,457.002012790698,-5.33919705818104,7.63444036167415e-07,6.39542235260095e-05,-4.41388442185347
"218175_at",-366.315255813954,370.920860465116,-5.32768029927147,8.00608071917247e-07,6.68162908858877e-05,-4.4145001362581
"203476_at",695.124511627907,1387.23820930233,5.31975382309416,8.27210529155324e-07,6.82937986215561e-05,-4.41492390050432
"201135_at",-1101.17169534884,1573.82582674419,-5.3193246035763,8.28675515774185e-07,6.82937986215561e-05,-4.41494684723827
"204389_at",-473.90588372093,686.090244186047,-5.3193108853446,8.28722379929885e-07,6.82937986215561e-05,-4.41494758063571
"213236_at",-577.624186046512,740.238813953488,-5.3187702801648,8.30571261788884e-07,6.82937986215561e-05,-4.41497648219404
"218651_s_at",-420.849418604652,1025.70840697674,-5.31672895987303,8.37589138476698e-07,6.86176425466039e-05,-4.41508561397603
"218499_at",569.071581395349,1054.63895348837,5.30946400947463,8.63039919056291e-07,7.02338576803875e-05,-4.41547400476607
"221521_s_at",360.435434883721,374.904194186047,5.30930047226572,8.63621460504698e-07,7.02338576803875e-05,-4.41548274754561
"203038_at",727.623860465116,1601.98976744186,5.30322566846365,8.85497711292507e-07,7.17510745481125e-05,-4.41580750721208
"202112_at",-885.139555813953,1106.75926860465,-5.29432945505766,9.18517076856178e-07,7.41569421144428e-05,-4.41628309059559
"202982_s_at",-454.243186046512,372.003744186047,-5.29213059989209,9.26862516844646e-07,7.45605684579395e-05,-4.41640063749525
"203516_at",-339.264093023256,782.251093023256,-5.28826124849787,9.41728800800783e-07,7.53616949041849e-05,-4.4166074841909
"209487_at",-774.651488372093,1065.19507209302,-5.2875910537035,9.44327353489019e-07,7.53616949041849e-05,-4.41664331100999
"207057_at",-484.232604651163,828.943488372093,-5.28691200460397,9.46967399953855e-07,7.53616949041849e-05,-4.41667961107436
"211922_s_at",-791.915744186046,715.1005,-5.28154117292036,9.6810471116275e-07,7.67696700314575e-05,-4.41696671768649
"205022_s_at",-206.767772093023,196.373648837209,-5.27712469471278,9.85831735713356e-07,7.78088367212587e-05,-4.41720280353758
"209803_s_at",244.185627906977,318.417802325581,5.27654233511313,9.88192828259939e-07,7.78088367212587e-05,-4.41723393366724
"202283_at",-1307.70532790698,1558.28226627907,-5.27089835798456,1.01136434818157e-06,7.93529287694713e-05,-4.41753562961314
"212219_at",599.206325581396,793.975372093023,5.26876047657933,1.02027973105935e-06,7.97715552533175e-05,-4.41764990712048
"205412_at",-1358.3831627907,1994.65348837209,-5.25586809631713,1.07569792452387e-06,8.38104085740051e-05,-4.41833902793066
"210946_at",-1442.85630232558,2893.11347674419,-5.25376460378911,1.08501525294904e-06,8.42199032662429e-05,-4.41845145926589
"212993_at",-248.820093023256,314.843855813953,-5.25297954130569,1.08851286364843e-06,8.42199032662429e-05,-4.41849342041606
"206030_at",-454.747076744186,359.803059302326,-5.24072422662283,1.1445656047253e-06,8.82503646024011e-05,-4.41914843692625
"202724_s_at",-689.768137209302,946.929512790698,-5.23567353964813,1.16847979768909e-06,8.97835701100209e-05,-4.41941837030218
"212886_at",-303.627511627907,273.647969767442,-5.2313252277843,1.18945965083254e-06,9.10815443281836e-05,-4.41965075860098
"201785_at",-1527.73895348837,2415.14136046512,-5.22697502707488,1.21081745218877e-06,9.23994701613781e-05,-4.41988324136941
"221031_s_at",-1053.22793023256,1746.78277906977,-5.22455825636239,1.22284459029587e-06,9.29987918278595e-05,-4.42001239517652
"202963_at",409.720395348837,564.38026744186,5.22304293657498,1.23044518996244e-06,9.32585379861671e-05,-4.42009337378053
"202345_s_at",-1072.55685348837,1107.03334534884,-5.21895547170153,1.25117858334382e-06,9.42922438496693e-05,-4.42031180344657
"203812_at",-455.841325581396,598.37138372093,-5.21868803903906,1.25254697210888e-06,9.42922438496693e-05,-4.42032609453818
"204058_at",-547.350046511628,984.605720930233,-5.216942528234,1.26151438033554e-06,9.46475587104944e-05,-4.42041937063868
"202481_at",-498.736046511628,1307.39018604651,-5.21597628046637,1.2665053801266e-06,9.47031522998695e-05,-4.4204710042041
"204642_at",-768.074860465116,1262.33463953488,-5.2142470743253,1.27548560412133e-06,9.50556712930958e-05,-4.42056340721655
"200844_s_at",-276.265837209302,403.194430232558,-5.20566655801108,1.32097644530936e-06,9.79704546006093e-05,-4.42102190375277
"207761_s_at",-1287.32681395349,2473.34659302326,-5.20521936598097,1.32339033499903e-06,9.79704546006093e-05,-4.42104579845708
"201952_at",1315.75562790698,1892.22286046512,5.20123707885534,1.34507749100433e-06,9.92462309008262e-05,-4.42125857932182
"217771_at",472.332709302325,604.327575581395,5.19448054401538,1.3826711054899e-06,0.000101683367140698,-4.42161957757337
"202796_at",-602.079139534884,784.000034883721,-5.19284334445627,1.39193416290628e-06,0.000101833419624426,-4.42170704925784
"209616_s_at",-420.773827906977,350.18868372093,-5.19250579647056,1.3938515004914e-06,0.000101833419624426,-4.42172508349367
"204059_s_at",-904.372255813953,1706.90577906977,-5.17751902179628,1.48163369442283e-06,0.000107892952983085,-4.42252573044412
"213693_s_at",741.575102325581,533.750876744186,5.14402866920513,1.69779904486113e-06,0.000123231453148666,-4.42431448263049
"221589_s_at",-718.270511627907,1283.05909302326,-5.14078258462886,1.72032140411314e-06,0.000124244288096784,-4.42448782508492
"201761_at",699.05894883721,1079.7913627907,5.14041292389483,1.72290468168139e-06,0.000124244288096784,-4.42450756473653
"203642_s_at",-701.146069767441,1649.42394186047,-5.13091823902488,1.79057105667285e-06,0.000128707402760777,-4.42501454584104
"211946_s_at",779.716581395349,1557.78752325581,5.12401346546885,1.84140468361077e-06,0.000131877196130785,-4.42538319908319
"213675_at",-508.766581395348,1217.35747674419,-5.12314921108113,1.84786592229381e-06,0.000131877196130785,-4.42542934034598
"220736_at",-538.964279069767,1065.328,-5.12205463769513,1.85608086274922e-06,0.000131877196130785,-4.42548777728617
"217414_x_at",-581.129188372093,464.46673372093,-5.12175416225892,1.85834221536896e-06,0.000131877196130785,-4.42550381888941
"213001_at",-896.349976744185,2021.72694186047,-5.1134397770985,1.92199501526605e-06,0.000135961317222772,-4.42594767806526
"214582_at",-864.155930232559,1700.67238372093,-5.10677117047982,1.97458384378982e-06,0.000139239404402432,-4.42630364358866
"208022_s_at",-431.532772093023,770.405660465116,-5.1020765496792,2.01244664336582e-06,0.000141461667363157,-4.4265542201265
"210678_s_at",-259.856586046512,376.840279069767,-5.09980193356201,2.03104603626931e-06,0.000142320122094934,-4.42667562256008
"212013_at",-733.078293023256,1073.89159767442,-5.0960360961772,2.06220899442068e-06,0.000144050793174533,-4.42687660712852
"209008_x_at",943.404093023256,1313.13774418605,5.08654565953814,2.14283127665396e-06,0.000148771337621325,-4.42738306893523
"220975_s_at",-648.032302325581,1689.24087209302,-5.08517063449163,2.15476482377516e-06,0.000148771337621325,-4.42745644208031
"219454_at",-1288.7743255814,2095.36393023256,-5.0850442128264,2.15586526439571e-06,0.000148771337621325,-4.42746318803264
"213221_s_at",-250.465790697674,358.698979069767,-5.0849720810951,2.15649338292367e-06,0.000148771337621325,-4.42746703702887
"219549_s_at",-1409.20811627907,2689.78198837209,-5.07839377050405,2.21453498026014e-06,0.00015230395976894,-4.42781804272808
"219569_s_at",-550.176558139535,1280.02286046512,-5.07748360158311,2.22268481569159e-06,0.000152394109994017,-4.42786660483626
"206262_at",-502.436962790697,751.107727906977,-5.07509049011842,2.24425328815392e-06,0.000153400908036607,-4.42799428623088
"215306_at",-619.045418604651,1291.6401744186,-5.06858147864847,2.30395696784302e-06,0.000157000223591578,-4.42834154254158
"201363_s_at",224.083655813953,309.555330232558,5.06686805969503,2.31992948909656e-06,0.00015716662407358,-4.42843294775922
"201012_at",-1833.38551162791,3909.64863953488,-5.06647589249669,2.32360046334314e-06,0.00015716662407358,-4.42845386823315
"217809_at",1211.15534883721,2052.93634883721,5.06605373671401,2.32755849500881e-06,0.00015716662407358,-4.42847638832799
"211340_s_at",-1493.23390697674,2772.63744186047,-5.05608288141605,2.42298123996402e-06,0.000163115682689179,-4.42900824415995
"206209_s_at",-362.165239534884,937.799124418605,-5.05159485662015,2.46716952143273e-06,0.000165590176042426,-4.42924761201039
"220948_s_at",488.349465116279,798.885802325581,5.05057730497121,2.47729707892661e-06,0.000165770603032197,-4.42930188044279
"202935_s_at",704.838790697675,1211.86479069767,5.04579412654387,2.5254500326315e-06,0.000168486835560262,-4.42955696626793
"202539_s_at",282.09223255814,399.222358139535,5.04443105635925,2.53933881918387e-06,0.000168907722113057,-4.42962965472494
"205200_at",-582.170846511628,697.901111627907,-5.03521538565102,2.63521701774694e-06,0.00017410822596548,-4.43012105425977
"217853_at",-719.573023255814,946.030906976744,-5.03475260475331,2.64012380401932e-06,0.00017410822596548,-4.43014572866414
"203216_s_at",453.758279069767,847.535093023256,5.03467353274285,2.64096308290321e-06,0.00017410822596548,-4.43014994458032
"202073_at",-662.259209302325,1971.04672093023,-5.03171873031634,2.67251313168554e-06,0.000175668466411059,-4.43030748282682
"212120_at",-1038.99762790698,1811.23506976744,-5.0294926581107,2.69652491340697e-06,0.000176725484251316,-4.43042616263578
"205404_at",-463.191925581396,846.137851162791,-5.02369513374712,2.76005360037534e-06,0.000179835128971425,-4.43073522695627
"209452_s_at",-440.611023255814,1152.87874418605,-5.02368970893467,2.76011372383554e-06,0.000179835128971425,-4.43073551613621
"204276_at",-234.428974418605,347.509322093023,-5.02170199336704,2.78222996358653e-06,0.000180747610141687,-4.43084147316663
"213150_at",-358.844274418605,469.840944186046,-5.02056352797182,2.79497488284736e-06,0.000181047748007232,-4.43090215838559
"221599_at",-624.082558139535,932.961534883721,-5.01848265117311,2.81841739717896e-06,0.000182037086554605,-4.43101307498946
"206093_x_at",-276.856748837209,272.3698,-5.00147293439521,3.01737866568896e-06,0.000194324418518922,-4.43191957781409
"213309_at",-293.167383720931,385.815889534884,-4.99502519393527,3.0963264584712e-06,0.000198834128167475,-4.43226312077415
"201426_s_at",-1902.76688604651,2798.04123139535,-4.98675229228727,3.2005798265893e-06,0.000204938276654855,-4.43270384557194
"203851_at",-834.929744186046,957.863430232558,-4.98426366447784,3.23260576124429e-06,0.000205948089627175,-4.43283640849492
"213913_s_at",333.135981395349,494.533781395349,4.98315831838512,3.24693045965088e-06,0.000205948089627175,-4.43289528531583
"203400_s_at",-854.731681395349,729.450122093023,-4.9828218771837,3.25130284212142e-06,0.000205948089627175,-4.43291320576055
"210078_s_at",-109.943844186047,116.58593372093,-4.98266681891192,3.25331990974131e-06,0.000205948089627175,-4.43292146485324
"209355_s_at",-96.2526558139535,183.22671627907,-4.97900956351426,3.30125076162441e-06,0.000208390285329396,-4.43311625882155
"201105_at",-1507.04095348837,2159.69545348837,-4.97492537766169,3.35559139194931e-06,0.000211222155329962,-4.43333377449041
"218078_s_at",-449.202325581395,951.897488372093,-4.97230638727166,3.39089564451254e-06,0.000212843176469501,-4.43347324686759
"202712_s_at",200.25048372093,326.446706976744,4.97122290734187,3.40560680710101e-06,0.000213166113715258,-4.43353094450861
"206201_s_at",-271.094211860465,226.330891744186,-4.96868332612262,3.4403329316299e-06,0.000214736523012631,-4.43366617743604
"202975_s_at",-803.859372093023,1467.29884883721,-4.96795727346895,3.45032428593803e-06,0.000214758592356305,-4.43370483844781
