"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"219167_at",-223.047302325581,1299.8846744186,-2.0697266775693,0.0415090186938704,0.223795176277647,-4.56773780720103
"221296_at",-51.2235604651163,244.52851744186,-2.06948152884399,0.0415325679635392,0.223804991265304,-4.56774598348902
"218850_s_at",-386.524883720929,2640.65872093023,-2.0693157787765,0.0415484966289261,0.223804991265304,-4.56775151120003
"201723_s_at",300.128953488372,1783.8848255814,2.0692895873243,0.0415510141223011,0.223804991265304,-4.56775238464365
"212617_at",-67.6875186046512,312.889691860465,-2.06928958677463,0.0415510141751363,0.223804991265304,-4.56775238466198
"217795_s_at",-195.369576744186,741.690676744186,-2.06853758397337,0.0416233519360626,0.224140442530518,-4.56777745894929
"203223_at",-22.8249674418604,92.1269790697674,-2.06833793858762,0.0416425747366384,0.224189778414234,-4.5677841145535
"210880_s_at",-234.82046511628,1055.84155813953,-2.06797191934071,0.0416778366645059,0.224325418936035,-4.56779631523285
"201670_s_at",109.457334883721,289.333220930233,2.06765776476192,0.0417081225144404,0.224389985318265,-4.56780678568927
"206981_at",-46.040023255814,267.215802325581,-2.06758676032234,0.0417149702735143,0.224389985318265,-4.5678091520173
"218126_at",-322.496837209302,2169.8913255814,-2.0675341718617,0.0417200425963099,0.224389985318265,-4.56781090456312
"210028_s_at",-23.5853488372093,131.189358139535,-2.06728529230238,0.0417440550226086,0.22446495609768,-4.56781919815182
"214533_at",-86.5789116279071,331.343893023256,-2.06697233228721,0.041774266965064,0.22457321852413,-4.56782962599019
"215799_at",-13.2670860465116,60.78115,-2.06624162334494,0.0418448801034388,0.224829724289524,-4.5678539682554
"204167_at",-9.65667209302323,49.12865,-2.06621251696415,0.0418476949695404,0.224829724289524,-4.56785493773808
"211694_at",-15.447711627907,79.9367279069767,-2.06616541598925,0.0418522504309539,0.224829724289524,-4.56785650656579
"202181_at",235.427465116278,1237.37761627907,2.06566084841813,0.0419010774573261,0.225037770301662,-4.56787331075991
"200929_at",169.509118604651,351.145403488372,2.06539087320705,0.0419272231141978,0.225112836544865,-4.56788230068844
"201347_x_at",-202.192953488372,1099.31231395349,-2.065206773632,0.0419450602313375,0.225112836544865,-4.56788843049024
"205948_at",-112.937720930232,458.95776744186,-2.06520366151633,0.0419453618154773,0.225112836544865,-4.56788853410782
"210510_s_at",-23.987834883721,117.229915116279,-2.0650808033211,0.041957269061529,0.225122520225873,-4.56789262455773
"201489_at",68.3493674418605,162.387206976744,2.06489604698575,0.0419751808702118,0.225126504481247,-4.56789877547747
"205653_at",-145.293953488372,762.701186046512,-2.06486472897798,0.0419782177498354,0.225126504481247,-4.56789981807436
"216389_s_at",-219.056627906977,1140.82663953488,-2.06453301488369,0.0420103953914167,0.225244860564711,-4.56791086026561
"205263_at",425.865023255814,1348.93344186047,2.06431230391387,0.0420318170366702,0.225305503735415,-4.56791820655688
"209001_s_at",-638.022790697672,5617.11930232558,-2.06415161389874,0.0420474191175599,0.225334930302209,-4.56792355466998
"201528_at",-249.92476744186,1332.81198837209,-2.0635821769233,0.0421027483473616,0.225525731992831,-4.56794250405241
"203029_s_at",-51.550976744186,293.814395348837,-2.06357686101751,0.0421032651615099,0.225525731992831,-4.56794268093196
"209373_at",-48.6792325581395,302.708523255814,-2.06347277461303,0.0421133855774434,0.225525731992831,-4.56794614419133
"220916_at",-88.9573604651164,256.310143023256,-2.06331913702107,0.0421283277283625,0.225551544154517,-4.56795125590485
"209950_s_at",-24.9104395348837,99.1365686046512,-2.06303953683464,0.0421555321890733,0.225609559339913,-4.56796055775818
"210312_s_at",189.11588372093,510.955523255814,2.06294352712607,0.0421648772030082,0.225609559339913,-4.56796375161259
"204679_at",170.325674418604,774.681930232558,2.06289564970445,0.0421695379729273,0.225609559339913,-4.56796534425557
"206271_at",-154.021162790698,766.272,-2.06257987970552,0.0422002886541555,0.225719882880592,-4.56797584759718
"51774_s_at",-546.271162790697,3836.84162790698,-2.06235649378501,0.0422220543402112,0.225737707767407,-4.56798327721331
"217365_at",-64.0301395348839,355.254348837209,-2.06223995142136,0.0422334135227039,0.225737707767407,-4.56798715304906
"212346_s_at",-89.6099534883723,450.400011627907,-2.06223380536582,0.042234012641131,0.225737707767407,-4.56798735744278
"208548_at",-97.4930697674419,617.293232558139,-2.06179094156458,0.0422772023359714,0.225914364425048,-4.56800208405613
"210752_s_at",-114.645697674419,525.560104651163,-2.06154209305846,0.0423014876326971,0.225989942200765,-4.56801035792498
"207163_s_at",109.419439534884,324.002784883721,2.06127569787602,0.0423274986303661,0.226056959210814,-4.56801921429848
"214532_x_at",-132.781697674419,640.312104651163,-2.06120584165118,0.0423343217155108,0.226056959210814,-4.56802153653218
"220172_at",110.628653488372,415.614624418605,2.06044520437389,0.0424086769413034,0.2263997480314,-4.56804681829846
"211656_x_at",280.456581395348,1127.07098837209,2.05993880746498,0.0424582415004847,0.226610058767737,-4.56806364552276
"203175_at",-372.089767441861,2630.24372093023,-2.05967505878852,0.0424840761445778,0.226693646726443,-4.56807240838194
"208096_s_at",308.922325581395,1457.48972093023,2.0593026734501,0.0425205749760342,0.22683408479554,-4.56808477906488
"217830_s_at",-236.713813953489,1617.46304651163,-2.05912351981117,0.0425381440839411,0.226863680902635,-4.56809072992203
"216700_at",-208.683209302326,756.646,-2.05903849036007,0.0425464848760092,0.226863680902635,-4.56809355415584
"215100_at",-374.124906976745,2122.94454651163,-2.05889340843636,0.0425607196436244,0.226885290865761,-4.56809837280024
"209267_s_at",92.8380372093024,214.932695348837,2.05832389202664,0.0426166375918345,0.227129044596711,-4.56811728563464
"213666_at",-189.599697674419,609.569174418605,-2.05810507479257,0.0426381389602258,0.227189299486062,-4.56812455111575
"215872_at",-21.0945976744186,108.253063953488,-2.05797691430651,0.0426507365707107,0.227202094909191,-4.56812880619126
"218251_at",-78.3218162790698,139.634743023256,-2.05781611997178,0.0426665464745467,0.227231992134877,-4.56813414444376
"212768_s_at",83.4116744186047,113.601969767442,2.05715719253648,0.0427313873864477,0.227424391433665,-4.56815601680693
"214064_at",-314.423860465117,1307.11302325581,-2.05715338824034,0.0427317619893831,0.227424391433665,-4.56815614306979
"206625_at",-164.806674418605,702.247197674419,-2.05712477212506,0.0427345798629046,0.227424391433665,-4.56815709281958
"212049_at",-161.288162790698,929.417011627907,-2.05697584100506,0.0427492479242371,0.227424391433665,-4.56816203557092
"90265_at",-345.645232558139,1642.31598837209,-2.05693061005443,0.0427537035280538,0.227424391433665,-4.56816353664586
"218163_at",133.45511627907,418.398018604651,2.05626290426601,0.0428195242925547,0.227720157472791,-4.56818569261047
"210622_x_at",-140.396697674418,524.295581395349,-2.05605775719726,0.0428397646768701,0.227761433988135,-4.56819249867351
"222059_at",-79.5797162790697,295.912606976744,-2.05597706378287,0.0428477283704287,0.227761433988135,-4.56819517564792
"221140_s_at",-12.1925302325581,50.6245162790698,-2.05580713023522,0.0428645034050101,0.22779626266965,-4.56820081285185
"212885_at",68.3372046511628,338.047118604651,2.05562498030761,0.04288249065635,0.22783751533034,-4.5682068548893
"212841_s_at",123.594604651163,431.236906976744,2.05546957597991,0.042897841920534,0.227864746487547,-4.56821200941309
"206841_at",-93.7783441860467,502.225665116279,-2.05507626180617,0.0429367156950677,0.228016881752429,-4.56822505362775
"208571_at",-165.920453488372,631.627168604651,-2.05487551691968,0.0429565682837111,0.228041969688216,-4.56823171052462
"206060_s_at",-47.2047581395349,116.284579069767,-2.05481490888955,0.0429625636432687,0.228041969688216,-4.56823372024236
"220749_at",-33.5603953488373,247.098662790698,-2.05458382977054,0.0429854286443197,0.228041969688216,-4.56824138221419
"210782_x_at",-18.077,104.460030232558,-2.05452517813978,0.0429912338179907,0.228041969688216,-4.56824332683558
"205488_at",176.688606976744,610.278177906977,2.05448579933437,0.042995131799913,0.228041969688216,-4.56824463243239
"222328_x_at",-186.176860465116,938.637825581395,-2.0544079043357,0.0430028432719958,0.228041969688216,-4.56824721496638
"220582_at",-12.6175620930232,39.2095724418605,-2.05412757044102,0.0430306056956519,0.228134900479708,-4.56825650850935
"215538_at",-182.241162790698,787.523465116279,-2.05387846866982,0.043055288029807,0.228166754098587,-4.56826476578973
"201110_s_at",221.51931627907,695.273202325581,2.05386025822773,0.0430570928952367,0.228166754098587,-4.56826536940155
"205293_x_at",-19.2603348837209,108.030660465116,-2.05268283474478,0.0431739273878461,0.228682170811782,-4.56830438759666
"202861_at",-42.320965116279,215.687589534884,-2.05260698101805,0.0431814636124588,0.228682170811782,-4.56830690066123
"212202_s_at",264.229488372094,1496.13276744186,2.05256993628203,0.0431851444947259,0.228682170811782,-4.56830812794083
"221370_at",-219.692558139535,1239.85081395349,-2.05233737527415,0.0432082586575697,0.228750208521412,-4.56831583219722
"210917_at",-99.3576046511629,587.776546511628,-2.05213254159946,0.0432286258208682,0.22880367438632,-4.56832261731759
"214792_x_at",-295.308,1303.9821627907,-2.05169376012649,0.0432722828289256,0.228898136358663,-4.56833715011126
"208433_s_at",121.138209302326,505.24626744186,2.0516525424358,0.0432763857721675,0.228898136358663,-4.56833851514434
"211545_at",-31.1226697674418,176.573976744186,-2.05164346118964,0.0432772897939706,0.228898136358663,-4.56833881589089
"218035_s_at",393.37423255814,2290.548,2.05149533104461,0.0432920381776998,0.228921805105288,-4.56834372141154
"212878_s_at",-45.5904372093023,182.061939534884,-2.05115760699409,0.0433256793897759,0.229045341362367,-4.56835490450182
"215700_x_at",-30.4632325581396,193.432058139535,-2.0508601597017,0.0433553271860147,0.229102430324381,-4.56836475266369
"213702_x_at",-646.455348837208,3803.07372093023,-2.05084296904245,0.0433570411828711,0.229102430324381,-4.56836532179253
"216015_s_at",-30.0089651162791,125.331294186047,-2.05065976222002,0.043375311461612,0.22914463378357,-4.56837138695517
"221511_x_at",-422.04230232558,2276.21629069767,-2.04971082783806,0.0434700498016774,0.229584592959451,-4.56840279489672
"221472_at",-185.693302325581,744.300581395349,-2.04953172532996,0.0434879507210333,0.229584592959451,-4.56840872152597
"210045_at",133.576581395349,620.813453488372,2.04951621021418,0.0434895017224719,0.229584592959451,-4.56840923491235
"202671_s_at",-183.830620930233,389.255196511628,-2.04911384671371,0.0435297414537653,0.229742593276706,-4.56842254778803
"204760_s_at",-152.677051162791,519.481158139535,-2.0489818123736,0.0435429529700245,0.22975790220958,-4.56842691590368
"210878_s_at",-400.055348837211,2629.9776744186,-2.04886907316102,0.0435542365203409,0.229763033234554,-4.56843064549391
"208619_at",-478.659534883724,3358.31837209302,-2.04850049902357,0.0435911429561339,0.22990329905125,-4.56844283734009
"220798_x_at",-28.0123813953489,85.5040279069767,-2.04814221797331,0.0436270444766487,0.230038199733356,-4.56845468699661
"214709_s_at",201.438865116279,895.460711627907,2.04749485429929,0.0436919779441661,0.23017043128399,-4.56847609338902
"220081_x_at",142.041209302326,565.853418604651,2.04747631376172,0.0436938388657569,0.23017043128399,-4.56847670638837
"222108_at",480.166139534884,2303.00169767442,2.04747193563211,0.0436942783104182,0.23017043128399,-4.56847685114029
"215025_at",-31.2034302325581,191.116075581395,-2.04738927264831,0.0437025761296958,0.23017043128399,-4.56847958413803
"211978_x_at",1186.68465116279,6131.00697674419,2.04737738583698,0.0437037694548563,0.23017043128399,-4.56847997713157
"219213_at",-410.812953488373,2328.37431395349,-2.04723093345505,0.0437184742083027,0.230174283098339,-4.56848481888653
"211044_at",-259.776372093023,1347.13527906977,-2.04714756478739,0.0437268468534635,0.230174283098339,-4.5684875749511
"202341_s_at",169.788186046512,527.618441860465,2.04706152108975,0.0437354895946852,0.230174283098339,-4.56849041935303
"212252_at",-225.635069767442,1076.34672093023,-2.04684616145447,0.0437571280345272,0.230175993577483,-4.56849753820863
"220811_at",-260.049093023257,1564.83029069767,-2.04668352916732,0.0437734747465967,0.230175993577483,-4.56850291372273
"202305_s_at",-149.094437209302,469.211241860465,-2.04665689739069,0.043776152095033,0.230175993577483,-4.56850379395448
"215870_s_at",-16.2250534883721,66.4272197674419,-2.04664713786727,0.0437771332756529,0.230175993577483,-4.56850411652329
"222243_s_at",-155.102906976744,1047.08524418605,-2.04629936908094,0.04381210879515,0.230305548545017,-4.56851561005418
"210345_s_at",-96.1123023255815,492.967034883721,-2.04480760838387,0.0439624094856458,0.231041125134115,-4.56856489372891
"202292_x_at",-573.54930232558,3474.61162790698,-2.04444698548672,0.0439988100659572,0.23114060264506,-4.56857680332599
"221333_at",-11.8324767441861,52.8934825581395,-2.04441456357701,0.0440020839393415,0.23114060264506,-4.56857787397807
"202888_s_at",84.9075511627907,262.770110465116,2.04425618309184,0.044018079764399,0.231170132309711,-4.56858310389678
"212435_at",123.707488372093,581.226093023256,2.04404540819796,0.0440393749727504,0.231227472318048,-4.56859006343162
"220740_s_at",-474.569767441861,2436.48465116279,-2.04388032924304,0.0440560595656691,0.231252932939734,-4.56859551373309
"210064_s_at",-224.028837209302,1750.79388372093,-2.04379208990593,0.0440649801760137,0.231252932939734,-4.56859842692524
"202521_at",297.477046511628,1165.65429069767,2.04339550786064,0.0441050920446249,0.231299678976787,-4.56861151868371
"201260_s_at",355.064418604652,1583.23753488372,2.04332386477488,0.0441123416522429,0.231299678976787,-4.56861388350699
"219541_at",-24.3943441860465,121.084062790698,-2.04331519634617,0.0441132188852561,0.231299678976787,-4.56861416963333
"216258_s_at",-18.8004202325581,60.9845596511628,-2.04326103086136,0.0441187006968936,0.231299678976787,-4.56861595749804
"210275_s_at",-396.597953488372,1952.67395348837,-2.04319100958244,0.0441257880595217,0.231299678976787,-4.56861826866492
"219071_x_at",-948.557209302322,6138.7023255814,-2.04282472138869,0.0441628786916662,0.231435155890216,-4.56863035755449
"220658_s_at",-123.621772093023,640.528839534884,-2.04266618532937,0.044178940480434,0.231435155890216,-4.56863558929389
"208764_s_at",178.718672093023,332.371959302326,2.04250435358146,0.0441953413407808,0.231435155890216,-4.56864092945085
"210092_at",144.476367441861,558.852976744186,2.04246858630529,0.0441989668857905,0.231435155890216,-4.5686421096602
"209194_at",160.29613255814,527.997443023256,2.0424232347454,0.0442035643077126,0.231435155890216,-4.56864360609703
"219723_x_at",-46.0814139534884,267.973190697674,-2.04179215590009,0.0442675812764449,0.231715882918258,-4.56866442659816
"201755_at",-19.2592023255814,86.8152779069767,-2.04143027335545,0.0443043267412276,0.231814023690288,-4.56867636343194
"205109_s_at",-68.9295604651163,289.691787209302,-2.04140261056608,0.0443071366915108,0.231814023690288,-4.56867727582866
"211342_x_at",-24.533,93.0424744186047,-2.04116239561952,0.0443315438503597,0.231887275027598,-4.56868519837069
"221374_at",-198.476790697674,1334.05762790698,-2.04105126115741,0.0443428396286865,0.231891925708994,-4.56868886344528
"217971_at",212.575348837209,975.584037209302,2.04083245502234,0.0443650864493,0.231953829504869,-4.56869607892069
"206640_x_at",-59.0806511627907,214.649088372093,-2.04053106089487,0.0443957459873256,0.23203627768006,-4.56870601683233
"215040_at",-530.509767441858,3365.77627906977,-2.04047272490266,0.0444016823599953,0.23203627768006,-4.56870794021516
"200676_s_at",-69.663476744186,294.913773255814,-2.03973925366091,0.0444763798605645,0.232372138905735,-4.56873211950519
"214080_x_at",-217.727697674418,1101.96345348837,-2.03946049984439,0.0445047967324714,0.232393123269554,-4.5687413069224
"200851_s_at",380.462418604651,1140.99095348837,2.03940251618635,0.0445107096920465,0.232393123269554,-4.56874321787097
"205450_at",-30.3808372093023,144.704169767442,-2.03938202601329,0.0445127993656109,0.232393123269554,-4.56874389314835
"205650_s_at",-200.263906976744,748.411186046512,-2.03920881232672,0.0445304677880261,0.232393123269554,-4.56874960138496
"208201_at",-67.3629348837209,263.233462790698,-2.03918848019807,0.0445325421335096,0.232393123269554,-4.56875027140193
"218943_s_at",142.760011627907,465.944696511628,2.03871677407344,0.0445806903193836,0.232549479556794,-4.56876581429116
"206294_at",-215.094446511628,1071.38496744186,-2.03867128384243,0.0445853359794102,0.232549479556794,-4.56876731305589
"213716_s_at",108.176644186047,298.334824418605,2.03858829139932,0.0445938125991195,0.232549479556794,-4.56877004733419
"214570_x_at",-45.4104441860465,166.499773255814,-2.03811996190291,0.0446416724227173,0.232744592090643,-4.56878547526873
"204800_s_at",-67.9463139534883,207.952619767442,-2.03776210273101,0.0446782727077166,0.232862324909197,-4.56879726208864
"217741_s_at",-159.724906976744,532.04981627907,-2.03762189239056,0.0446926198356081,0.232862324909197,-4.56880187974123
"203615_x_at",-212.019093023256,1005.17994186047,-2.03759272522717,0.0446956048842901,0.232862324909197,-4.56880284029281
"219450_at",-113.129930232558,934.447872093023,-2.03745611289308,0.044709588449006,0.232880729174661,-4.56880733914779
"212988_x_at",858.363023255814,5360.57406976744,2.0369901136706,0.0447573161353055,0.233049908117428,-4.56882268337036
"220737_at",-469.917325581396,2292.60389534884,-2.03689100047515,0.0447674729566665,0.233049908117428,-4.56882594655796
"207971_s_at",-82.3753720930232,446.608220930233,-2.03683274056818,0.0447734441794511,0.233049908117428,-4.56882786463772
"202773_s_at",-13.9791162790698,61.2193744186047,-2.0366172476263,0.0447955366023255,0.233110448881275,-4.56883495888171
"217680_x_at",-23.1243906976744,57.4753093023256,-2.0362358693027,0.0448346585944521,0.233259560462334,-4.56884751273828
"219627_at",-124.65153488372,981.696767441861,-2.03607073581297,0.0448516071716615,0.233293268582198,-4.5688529478537
"211676_s_at",-316.286418604651,1290.77079069767,-2.03561220398347,0.0448986977041592,0.233483706170777,-4.56886803783958
"209547_s_at",-20.0512372093023,144.176186046512,-2.0352297898159,0.0449380035113349,0.233633581951254,-4.56888062072167
"220818_s_at",-19.4111302325582,108.1765,-2.03510404329791,0.0449509346088857,0.233646297151808,-4.56888475783942
"202454_s_at",253.955767441861,1445.13751162791,2.03497834930083,0.0449638634965803,0.233658994938036,-4.56888889302077
"219241_x_at",-74.7150697674419,346.558906976744,-2.03484607828574,0.0449774723424073,0.233675219446459,-4.56889324435302
"216175_at",-241.087976744186,1294.47543023256,-2.03434868890978,0.0450286784246286,0.233886722922144,-4.56890960495307
"212603_at",244.392162790698,1054.39515116279,2.03419888377384,0.0450441106158337,0.233912355360667,-4.56891453184515
"216016_at",-17.8620976744186,74.3071930232558,-2.03395906694151,0.0450688248188505,0.23398616575919,-4.56892241848599
"202365_at",-188.207,741.384220930233,-2.03348430600401,0.0451177853864972,0.234185793563316,-4.56893802928422
"214052_x_at",-251.906790697674,1499.63869767442,-2.03333435032548,0.0451332593136078,0.23421155502681,-4.56894295941678
"215837_x_at",-28.2483488372093,92.7356697674419,-2.03300615342974,0.0451671418417409,0.234332810630852,-4.56895374859743
"219127_at",204.742023255814,929.832755813953,2.03285157333747,0.0451831080043455,0.234361079064439,-4.56895882978777
"221884_at",-80.5345534883722,216.408374418605,-2.03238372326988,0.0452314604895468,0.234542554545955,-4.56897420652929
"203747_at",-259.09411627907,1460.77131395349,-2.03221459834632,0.0452489505363615,0.234542554545955,-4.56897976441573
"221563_at",113.869813953488,483.465674418605,2.03220762280084,0.0452496720366674,0.234542554545955,-4.56897999364224
"220416_at",-140.616127906977,613.364970930233,-2.03182114699711,0.0452896617409969,0.234695240133636,-4.56899269279277
"206589_at",-31.7323674418605,197.533446511628,-2.03166828426595,0.0453054872292389,0.234722662620119,-4.56899771514204
"218940_at",116.340218604651,328.041823255814,2.03099212721965,0.0453755449507877,0.234993952212235,-4.56901992677621
"204601_at",-12.1060744186046,65.2691511627907,-2.03090701202172,0.0453843704550193,0.234993952212235,-4.56902272236686
"219249_s_at",-18.6855209302325,143.756618604651,-2.03085765975183,0.0453894884136543,0.234993952212235,-4.56902434328789
"210395_x_at",-144.515860465116,1031.14209302326,-2.03064231360365,0.0454118261619316,0.235001273580285,-4.56903141571886
"215779_s_at",64.4449511627907,149.567029069767,2.03046355687628,0.0454303756691879,0.235001273580285,-4.56903728600921
"201603_at",238.600906976744,1043.72968604651,2.03038346640104,0.0454386887305958,0.235001273580285,-4.56903991600739
"217548_at",-78.8865116279071,479.168488372093,-2.03016270019944,0.0454616101078396,0.235001273580285,-4.56904716505378
"205374_at",-237.271488372093,1646.91560465116,-2.03005757791845,0.0454725280688987,0.235001273580285,-4.5690506166072
"213906_at",95.9861627906977,470.12673255814,2.02994134312325,0.0454846027894033,0.235001273580285,-4.56905443285558
"203264_s_at",-57.0002790697675,289.53723255814,-2.02991246950033,0.0454876026697968,0.235001273580285,-4.56905538081355
"200991_s_at",-45.9692372093023,226.985451162791,-2.02988440785392,0.0454905183509269,0.235001273580285,-4.56905630210274
"210469_at",118.504418604651,505.803093023256,2.02987472886539,0.0454915240612479,0.235001273580285,-4.56905661987025
"40562_at",-100.69023255814,715.631395348837,-2.02982814513545,0.0454963646827335,0.235001273580285,-4.56905814922723
"202541_at",173.920658139535,655.446554651163,2.02961689412065,0.0455183218010648,0.235060200392382,-4.56906508429773
"217617_at",142.797579069768,479.773605813954,2.02932505034563,0.0455486705610631,0.23516242495648,-4.56907466414395
"204184_s_at",-172.85231627907,779.810120930233,-2.02900954991731,0.0455814988883294,0.235247847130963,-4.56908501925978
"220721_at",-202.544860465116,851.874732558139,-2.0289007021855,0.0455928293764654,0.235247847130963,-4.56908859147228
"205950_s_at",-422.443209302325,2536.64351162791,-2.02871381467197,0.0456122890372639,0.235247847130963,-4.56909472446328
"220882_at",-65.7856279069767,348.965534883721,-2.02867245299719,0.0456165967837392,0.235247847130963,-4.5690960817456
"210797_s_at",-236.82588372093,1111.61845348837,-2.02865895743238,0.0456180023988192,0.235247847130963,-4.56909652459734
"207296_at",-73.2461186046511,328.329545348837,-2.02820939351648,0.0456648474432156,0.235434936505593,-4.56911127548727
"204565_at",-181.132674418605,972.012406976744,-2.02809138185671,0.045677151218148,0.235443895580382,-4.56911514719032
"215934_at",-21.2244837209302,141.633611627907,-2.02794964979849,0.0456919318143813,0.235465614389421,-4.56911979686415
"200810_s_at",-416.928325581396,2125.39358139535,-2.02771762414956,0.0457161375733858,0.235485775074789,-4.5691274081439
"207574_s_at",-343.005367441861,953.056130232558,-2.02763971998325,0.0457242672842796,0.235485775074789,-4.56912996352248
"211117_x_at",-14.3894302325582,78.9967081395349,-2.02760828683328,0.045727547850317,0.235485775074789,-4.56913099455626
"205437_at",-30.3543720930233,203.5017,-2.02735649548961,0.045753833700574,0.235566699711158,-4.56913925305294
"202898_at",-23.8432790697675,125.760379069767,-2.02652016127617,0.0458412361168432,0.235862845702418,-4.56916667793679
"211561_x_at",-108.135634883721,637.634298837209,-2.02645545545539,0.0458480042613794,0.235862845702418,-4.56916879937002
"204662_at",181.904534883721,503.801739534884,2.02642814830348,0.0458508608109203,0.235862845702418,-4.56916969464072
"214769_at",-12.7742023255814,50.0999151162791,-2.02631215624423,0.0458629962214969,0.235862845702418,-4.56917349735472
"209823_x_at",94.4498,215.067758139535,2.02623775018748,0.0458707822388248,0.235862845702418,-4.56917593660866
"205576_at",-23.6154139534884,109.068413953488,-2.0261606435212,0.045878852049539,0.235862845702418,-4.56917846431941
"221110_x_at",-142.12188372093,799.513174418605,-2.0260976288692,0.0458854479253234,0.235862845702418,-4.56918053000736
"40148_at",-89.5852488372093,348.455273255814,-2.02576116545289,0.045920680016153,0.235878888188353,-4.56919155875043
"218414_s_at",152.058627906976,775.397244186046,2.02572946449466,0.0459240007133447,0.235878888188353,-4.56919259778093
"208452_x_at",-241.920093023256,793.054162790698,-2.0253897861543,0.045959595174452,0.235878888188353,-4.5692037302426
"74694_s_at",46.539711627907,109.136425581395,2.02537623169902,0.0459610160190807,0.235878888188353,-4.5692041744384
"212195_at",-717.58576744186,3567.98595348837,-2.02535974262111,0.0459627445360393,0.235878888188353,-4.56920471480206
"204190_at",-400.637906976744,2788.67058139535,-2.02531304078149,0.0459676404986019,0.235878888188353,-4.56920624524874
"205126_at",-46.9317976744186,315.713240697674,-2.02528680445333,0.0459703911662351,0.235878888188353,-4.56920710501594
"218988_at",183.853534883721,873.236674418605,2.02525950289636,0.0459732536643188,0.235878888188353,-4.56920799968114
"206863_x_at",-17.6701627906976,73.3377860465116,-2.02476608343055,0.0460250137650655,0.236049145866076,-4.56922416721388
"209015_s_at",-136.511704651163,423.290015116279,-2.02474121605244,0.0460276236946596,0.236049145866076,-4.5692249819407
"211254_x_at",-266.993279069768,1720.09177906977,-2.02436034399839,0.046067613574311,0.236199869598797,-4.56923745938211
"203147_s_at",-313.741255813953,2336.53179069767,-2.0236783571051,0.0461392935773457,0.236480657442366,-4.56925979660673
"39817_s_at",-203.870558139535,1318.83504651163,-2.0235192941356,0.0461560255766606,0.236480657442366,-4.56926500553595
"208748_s_at",-18.6820813953489,84.4637593023256,-2.02344916097684,0.0461634046082306,0.236480657442366,-4.56926730212163
"219115_s_at",129.27213255814,437.665994186047,2.0234356346632,0.0461648278900639,0.236480657442366,-4.56926774504782
"217021_at",-30.2028976744186,113.752258139535,-2.02316241195288,0.0461935853068802,0.236573583404553,-4.56927669134933
"219669_at",130.005581395349,528.614046511628,2.02267573178264,0.0462448477146041,0.236688353432118,-4.56929262457335
"213546_at",234.175023255814,1046.97362790698,2.02264725409411,0.0462478488010948,0.236688353432118,-4.56929355679568
"213036_x_at",-48.1774186046513,298.893197674419,-2.02264713656022,0.0462478611876068,0.236688353432118,-4.56929356064315
"208776_at",-23.7269441860465,136.819411627907,-2.02231132920342,0.0462832624328547,0.236815140480207,-4.56930455254786
"219197_s_at",291.895779069767,479.786808139535,2.02188416370734,0.0463283283224104,0.236871154862513,-4.56931853269949
"203261_at",-287.982558139536,1801.86079069767,-2.02186911305609,0.0463299168490705,0.236871154862513,-4.56931902522887
"208841_s_at",248.94965116279,1333.94531395349,2.02181118694527,0.0463360311177282,0.236871154862513,-4.56932092082064
"204090_at",159.311348837209,643.092093023256,2.02180456218553,0.0463367304243456,0.236871154862513,-4.56932113760847
"210473_s_at",-45.6223162790697,210.054365116279,-2.02144023017204,0.0463752030711544,0.236978835143174,-4.56933305906996
"202030_at",-111.414697674419,556.731488372093,-2.02130176605272,0.0463898317480382,0.236978835143174,-4.56933758935173
"205014_at",-201.420255813954,1038.24108139535,-2.0209775663631,0.0464240987764346,0.236978835143174,-4.5693481955535
"217546_at",-193.71158372093,370.211512790698,-2.02092578523987,0.0464295739086525,0.236978835143174,-4.56934988944542
"202284_s_at",-143.70168372093,389.71116744186,-2.02092026084093,0.0464301580695144,0.236978835143174,-4.56935007016043
"209926_at",27.5796046511628,67.7817209302326,2.02090802611849,0.0464314518156578,0.236978835143174,-4.56935047038316
"208928_at",-18.794176744186,95.2701325581395,-2.02090057665552,0.0464322395653682,0.236978835143174,-4.56935071406931
"220233_at",-26.3076558139535,155.137748837209,-2.0207013123211,0.0464533151891289,0.2370308330947,-4.56935723211335
"216294_s_at",-88.9462790697673,371.816162790698,-2.02060313322331,0.0464637023272292,0.2370308330947,-4.56936044341123
"205920_at",-44.1826697674418,240.278874418605,-2.02035766458315,0.046489681089624,0.23708595015916,-4.56936847178059
"210434_x_at",610.496976744187,3571.57058139535,2.02029999626867,0.0464957861237503,0.23708595015916,-4.56937035778158
"200898_s_at",-129.43111627907,592.010581395349,-2.01956603388369,0.0465735467839776,0.237398058455667,-4.569394357647
"209054_s_at",128.616581395349,745.338127906977,2.01952118128958,0.0465783023636034,0.237398058455667,-4.5693958240523
"213342_at",-107.564637209302,324.204865116279,-2.01922960259395,0.0466092276782161,0.2375013538426,-4.56940535624097
"221546_at",-58.4675116279069,317.525011627907,-2.01904851074687,0.0466284434281889,0.237544948539171,-4.56941127586498
"201699_at",210.871902325581,856.445813953488,2.0188168732359,0.0466530324948181,0.237615890990179,-4.56941884711818
"210707_x_at",115.466825581395,409.578826744186,2.0186554927646,0.046670170113891,0.2376427742403,-4.56942412154472
"202268_s_at",229.663104651163,851.348977906977,2.01856633709865,0.0466796402122601,0.2376427742403,-4.56942703528708
